GeneID	TranscriptID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias/Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes
H9P43_000114	H9P43_000114-T1	mRNA	c_be_22_1	212001	215305	+		hypothetical protein				PF00003;PF13416	IPR000337 GPCR, family 3;IPR002455 GPCR family 3, GABA-B receptor;IPR006059 Bacterial extracellular solute-binding protein;IPR017978 GPCR family 3, C-terminal	ENOG50KOG1055	S:(S) Function unknown	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0004965 - G protein-coupled GABA receptor activity [Evidence IEA];GO_function: GO:0004930 - G protein-coupled receptor activity [Evidence IEA];GO_process: GO:0007186 - G protein-coupled receptor signaling pathway [Evidence IEA]						
H9P43_000115	H9P43_000115-T1	mRNA	c_be_22_1	215351	219120	-		hypothetical protein		3.4.19.12		PF00443	IPR001394 Peptidase C19, ubiquitin carboxyl-terminal hydrolase;IPR018200 Ubiquitin specific protease, conserved site;IPR028889 Ubiquitin specific protease domain;IPR038765 Papain-like cysteine peptidase superfamily	ENOG503NWFU	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0004843 - cysteine-type deubiquitinase activity [Evidence IEA];GO_process: GO:0016579 - protein deubiquitination [Evidence IEA];GO_process: GO:0006511 - ubiquitin-dependent protein catabolic process [Evidence IEA]			C19			
H9P43_000116	H9P43_000116-T1	mRNA	c_be_22_1	219826	220949	+		hypothetical protein				PF06730	IPR009602 CBY1-interacting BAR domain-containing protein/FAM92;IPR027267 AH/BAR domain superfamily	ENOG50	S:(S) Function unknown							
H9P43_000117	H9P43_000117-T1	mRNA	c_be_22_1	221016	223144	-		hypothetical protein				PF13041	IPR002885 Pentatricopeptide repeat;IPR011990 Tetratricopeptide-like helical domain superfamily	ENOG503NW03	S:(S) Function unknown	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_000118	H9P43_000118-T1	mRNA	c_be_22_1	228306	229667	+	TUB1_1	alpha-tubulin				PF00091;PF03953	IPR000217 Tubulin;IPR002452 Alpha tubulin;IPR003008 Tubulin/FtsZ, GTPase domain;IPR008280 Tubulin/FtsZ, C-terminal;IPR017975 Tubulin, conserved site;IPR018316 Tubulin/FtsZ, 2-layer sandwich domain;IPR023123 Tubulin, C-terminal;IPR036525 Tubulin/FtsZ, GTPase domain superfamily;IPR037103 Tubulin/FtsZ-like, C-terminal domain	ENOG503NVD8	Z:(Z) Cytoskeleton	GO_component: GO:0005874 - microtubule [Evidence IEA];GO_function: GO:0005200 - structural constituent of cytoskeleton [Evidence IEA];GO_function: GO:0005525 - GTP binding [Evidence IEA];GO_process: GO:0007017 - microtubule-based process [Evidence IEA]						
H9P43_000119	H9P43_000119-T1	mRNA	c_be_22_1	229944	230762	-		hypothetical protein				PF13460	IPR016040 NAD(P)-binding domain;IPR036291 NAD(P)-binding domain superfamily	ENOG502I234	G:(G) Carbohydrate transport and metabolism;M:(M) Cell wall/membrane/envelope biogenesis							
H9P43_000120	H9P43_000120-T1	mRNA	c_be_22_1	230980	232035	-		hypothetical protein														
H9P43_000121	H9P43_000121-T1	mRNA	c_be_22_1	232286	234066	+		hypothetical protein				PF00067	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily	ENOG5038CHP	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0005506 - iron ion binding [Evidence IEA];GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA];GO_function: GO:0004497 - monooxygenase activity [Evidence IEA]						
H9P43_000122	H9P43_000122-T1	mRNA	c_be_22_1	234534	241650	-		hypothetical protein				PF00989;PF13426	IPR000014 PAS domain;IPR013767 PAS fold;IPR035965 PAS domain superfamily	ENOG502S0RD	S:(S) Function unknown	GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]						
H9P43_000123	H9P43_000123-T1	mRNA	c_be_22_1	242927	244371	+		hypothetical protein				PF00153	IPR002048 EF-hand domain;IPR018108 Mitochondrial substrate/solute carrier;IPR018247 EF-Hand 1, calcium-binding site;IPR023395 Mitochondrial carrier domain superfamily	ENOG503NYAZ	C:(C) Energy production and conversion	GO_function: GO:0005509 - calcium ion binding [Evidence IEA]						
H9P43_000124	H9P43_000124-T1	mRNA	c_be_22_1	244624	245064	+		hypothetical protein					IPR000210 BTB/POZ domain;IPR011333 SKP1/BTB/POZ domain superfamily	ENOG503P1G9	S:(S) Function unknown	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_000125	H9P43_000125-T1	mRNA	c_be_22_1	246573	247538	+		hypothetical protein				PF00651	IPR000210 BTB/POZ domain;IPR011333 SKP1/BTB/POZ domain superfamily			GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_000126	H9P43_000126-T1	mRNA	c_be_22_1	247778	251216	+	rad16	DNA repair protein RAD16			EOG092C0B3U	PF02732	IPR006166 ERCC4 domain;IPR011335 Restriction endonuclease  type II-like	ENOG503NWVW	L:(L) Replication, recombination and repair	GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_function: GO:0004518 - nuclease activity [Evidence IEA]						
H9P43_000127	H9P43_000127-T1	mRNA	c_be_22_1	251409	255717	-	SWI6_1	transcriptional regulator swi6				PF00023;PF04383;PF13857	IPR002110 Ankyrin repeat;IPR003163 Transcription regulator HTH, APSES-type DNA-binding domain;IPR018004 KilA, N-terminal/APSES-type HTH, DNA-binding;IPR029793 MBF transcription factor complex subunit  Mbp1/Res1/Res2;IPR036770 Ankyrin repeat-containing domain superfamily;IPR036887 HTH APSES-type DNA-binding domain superfamily	ENOG503NV0N	S:(S) Function unknown	GO_component: GO:0030907 - MBF transcription complex [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_process: GO:0000083 - regulation of transcription involved in G1/S transition of mitotic cell cycle [Evidence IEA]						
H9P43_000128	H9P43_000128-T1	mRNA	c_be_22_1	256823	257419	-		hypothetical protein		2.5.1.17		PF01923	IPR016030 Cobalamin adenosyltransferase-like;IPR029499 ATP:cob(I)alamin adenosyltransferase, PduO-type;IPR036451 Cobalamin adenosyltransferase-like superfamily	ENOG50399ET	H:(H) Coenzyme transport and metabolism							
H9P43_000129	H9P43_000129-T1	mRNA	c_be_22_1	257606	259818	+		hypothetical protein				PF12813	IPR026832 Asteroid;IPR029060 PIN-like domain superfamily;IPR039436 Asteroid domain	ENOG502SAF5	S:(S) Function unknown							
H9P43_000130	H9P43_000130-T1	mRNA	c_be_22_1	260610	262459	-		hypothetical protein				PF00067	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily	ENOG503Q3T2	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0005506 - iron ion binding [Evidence IEA];GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA];GO_function: GO:0004497 - monooxygenase activity [Evidence IEA]						
H9P43_000131	H9P43_000131-T1	mRNA	c_be_22_1	262705	263808	-	RCE1	CAAX prenyl protease				PF02517	IPR003675 Type II CAAX prenyl endopeptidase Rce1-like;IPR039731 CAAX prenyl protease 2, eukaryotes	ENOG503NXUB	O:(O) Posttranslational modification, protein turnover, chaperones	GO_component: GO:0030176 - integral component of endoplasmic reticulum membrane [Evidence IEA];GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0004222 - metalloendopeptidase activity [Evidence IEA];GO_process: GO:0071586 - CAAX-box protein processing [Evidence IEA]			M79			
H9P43_000132	H9P43_000132-T1	mRNA	c_be_22_1	263958	264675	+	TMA22_1	Translation machinery-associated protein 22				PF01253	IPR001950 SUI1 domain;IPR036877 SUI1 domain superfamily	ENOG503P1VJ	J:(J) Translation, ribosomal structure and biogenesis	GO_function: GO:0003743 - translation initiation factor activity [Evidence IEA];GO_process: GO:0006413 - translational initiation [Evidence IEA]						
H9P43_000133	H9P43_000133-T1	mRNA	c_be_22_1	264777	266096	-		hypothetical protein					IPR023346 Lysozyme-like domain superfamily	ENOG50KOG1216	S:(S) Function unknown							
H9P43_000134	H9P43_000134-T1	mRNA	c_be_22_1	266295	268034	-		hypothetical protein														
H9P43_000135	H9P43_000135-T1	mRNA	c_be_22_1	268373	270187	-		hypothetical protein				PF01039	IPR011762 Acetyl-coenzyme A carboxyltransferase, N-terminal;IPR011763 Acetyl-coenzyme A carboxyltransferase, C-terminal;IPR029045 ClpP/crotonase-like domain superfamily;IPR034733 Acetyl-CoA carboxylase;IPR045190 Methylcrotonoyl-CoA carboxylase beta chain MCCB/AccD1-like	ENOG503NYZX	E:(E) Amino acid transport and metabolism;I:(I) Lipid transport and metabolism	GO_function: GO:0016874 - ligase activity [Evidence IEA]						
H9P43_000136	H9P43_000136-T1	mRNA	c_be_22_1	271823	276540	+		hypothetical protein			EOG092C0ROF	PF00013;PF00536;PF07647	IPR001660 Sterile alpha motif domain;IPR004087 K Homology domain;IPR004088 K Homology domain, type 1;IPR013761 Sterile alpha motif/pointed domain superfamily;IPR036612 K Homology domain, type 1 superfamily	ENOG503NVGC	I:(I) Lipid transport and metabolism	GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA]						
H9P43_000137	H9P43_000137-T1	mRNA	c_be_22_1	277506	279149	+		hypothetical protein				PF00082;PF05922	IPR000209 Peptidase S8/S53 domain;IPR010259 Peptidase S8 propeptide/proteinase inhibitor I9;IPR015500 Peptidase S8, subtilisin-related;IPR023828 Peptidase S8, subtilisin, Ser-active site;IPR034193 Proteinase K-like catalytic domain;IPR036852 Peptidase S8/S53 domain superfamily	ENOG503NUCW	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0008236 - serine-type peptidase activity [Evidence IEA];GO_function: GO:0004252 - serine-type endopeptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	SignalP(1-22,cutsite=VRA-DP,prob=0.9642)		S08A			
H9P43_000138	H9P43_000138-T1	mRNA	c_be_22_1	279457	279896	+		hypothetical protein				PF02320	IPR003422 Cytochrome b-c1 complex, subunit 6;IPR023184 Ubiquinol-cytochrome C reductase hinge domain;IPR036811 Ubiquinol-cytochrome C reductase hinge domain superfamily	ENOG50	S:(S) Function unknown	GO_component: GO:0005750 - mitochondrial respiratory chain complex III [Evidence IEA];GO_process: GO:0006122 - mitochondrial electron transport, ubiquinol to cytochrome c [Evidence IEA]						
H9P43_000139	H9P43_000139-T1	mRNA	c_be_22_1	280091	281212	-	saf4	Protein saf4				PF04502	IPR007590 Saf4/Yju2 protein	ENOG503NUV9	K:(K) Transcription	GO_process: GO:0000398 - mRNA splicing, via spliceosome [Evidence IEA]						
H9P43_000140	H9P43_000140-T1	tRNA	c_be_22_1	287970	288051	+		tRNA-Leu														
H9P43_000141	H9P43_000141-T1	mRNA	c_be_22_1	289109	291234	-		hypothetical protein														
H9P43_000142	H9P43_000142-T1	mRNA	c_be_22_1	292907	296913	+		hypothetical protein						ENOG50KOG1002	E:(E) Amino acid transport and metabolism							
H9P43_000143	H9P43_000143-T1	mRNA	c_be_22_1	298120	300458	+		hypothetical protein														
H9P43_000144	H9P43_000144-T1	mRNA	c_be_22_1	300939	304583	+		hypothetical protein		3.1.3.36		PF03372	IPR000300 Inositol polyphosphate-related phosphatase;IPR005135 Endonuclease/exonuclease/phosphatase;IPR013783 Immunoglobulin-like fold;IPR036691 Endonuclease/exonuclease/phosphatase superfamily	ENOG503NX2M	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_function: GO:0016791 - phosphatase activity [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_process: GO:0046856 - phosphatidylinositol dephosphorylation [Evidence IEA]						
H9P43_000145	H9P43_000145-T1	mRNA	c_be_22_1	304639	305898	-		hypothetical protein														
H9P43_000146	H9P43_000146-T1	mRNA	c_be_22_1	306240	308465	+		hypothetical protein				PF01756;PF02770;PF14749	IPR002655 Acyl-CoA oxidase, C-terminal;IPR006091 Acyl-CoA oxidase/dehydrogenase, middle domain;IPR009100 Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily;IPR012258 Acyl-CoA oxidase;IPR029320 Acyl-coenzyme A oxidase, N-terminal;IPR036250 Acyl-CoA dehydrogenase-like, C-terminal;IPR037069 Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily;IPR046373 Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	ENOG503P1PZ	I:(I) Lipid transport and metabolism	GO_component: GO:0005777 - peroxisome [Evidence IEA];GO_function: GO:0003997 - acyl-CoA oxidase activity [Evidence IEA];GO_function: GO:0016627 - oxidoreductase activity, acting on the CH-CH group of donors [Evidence IEA];GO_function: GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA];GO_function: GO:0071949 - FAD binding [Evidence IEA];GO_process: GO:0006635 - fatty acid beta-oxidation [Evidence IEA];GO_process: GO:0006631 - fatty acid metabolic process [Evidence IEA]						
H9P43_000147	H9P43_000147-T1	mRNA	c_be_22_1	308777	309536	+		hypothetical protein				PF03073	IPR004307 TspO/MBR-related protein;IPR038330 TspO/MBR-related superfamily	ENOG503P2A5	T:(T) Signal transduction mechanisms	GO_component: GO:0016021 - integral component of membrane [Evidence IEA]						
H9P43_000148	H9P43_000148-T1	mRNA	c_be_22_1	309689	311522	+		hypothetical protein				PF00067	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR036396 Cytochrome P450 superfamily	ENOG503Q3T2	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0005506 - iron ion binding [Evidence IEA];GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA];GO_function: GO:0004497 - monooxygenase activity [Evidence IEA]						
H9P43_000149	H9P43_000149-T1	mRNA	c_be_22_1	314985	316072	-		hypothetical protein														
H9P43_000150	H9P43_000150-T1	mRNA	c_be_22_1	329311	330507	+		hypothetical protein				PF00082;PF05922	IPR000209 Peptidase S8/S53 domain;IPR010259 Peptidase S8 propeptide/proteinase inhibitor I9;IPR015500 Peptidase S8, subtilisin-related;IPR022398 Peptidase S8, subtilisin, His-active site;IPR023827 Peptidase S8, subtilisin,  Asp-active site;IPR023828 Peptidase S8, subtilisin, Ser-active site;IPR034193 Proteinase K-like catalytic domain;IPR036852 Peptidase S8/S53 domain superfamily;IPR037045 Peptidase S8 propeptide/proteinase inhibitor I9 superfamily	ENOG503NU05	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0008236 - serine-type peptidase activity [Evidence IEA];GO_function: GO:0004252 - serine-type endopeptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	SignalP(1-22,cutsite=TEA-AP,prob=0.8184)		S08A			
H9P43_000151	H9P43_000151-T1	mRNA	c_be_22_1	335295	337962	-		hypothetical protein														
H9P43_000152	H9P43_000152-T1	mRNA	c_be_22_1	354978	359290	+		hypothetical protein														
H9P43_000153	H9P43_000153-T1	mRNA	c_be_22_1	366235	366532	-		hypothetical protein														
H9P43_000154	H9P43_000154-T1	mRNA	c_be_22_1	372531	375198	+		hypothetical protein														
H9P43_000155	H9P43_000155-T1	mRNA	c_be_22_1	379983	381179	-		hypothetical protein				PF00082;PF05922	IPR000209 Peptidase S8/S53 domain;IPR010259 Peptidase S8 propeptide/proteinase inhibitor I9;IPR015500 Peptidase S8, subtilisin-related;IPR022398 Peptidase S8, subtilisin, His-active site;IPR023827 Peptidase S8, subtilisin,  Asp-active site;IPR023828 Peptidase S8, subtilisin, Ser-active site;IPR034193 Proteinase K-like catalytic domain;IPR036852 Peptidase S8/S53 domain superfamily;IPR037045 Peptidase S8 propeptide/proteinase inhibitor I9 superfamily	ENOG503NU05	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0008236 - serine-type peptidase activity [Evidence IEA];GO_function: GO:0004252 - serine-type endopeptidase activity [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]	SignalP(1-22,cutsite=TEA-AP,prob=0.8184)		S08A			
H9P43_000156	H9P43_000156-T1	mRNA	c_be_22_1	385215	388507	+	PIK1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)		2.7.1.67		PF00454	IPR000403 Phosphatidylinositol 3-/4-kinase, catalytic domain;IPR001263 Phosphoinositide 3-kinase, accessory (PIK) domain;IPR011009 Protein kinase-like domain superfamily;IPR015433 Phosphatidylinositol kinase;IPR016024 Armadillo-type fold;IPR018936 Phosphatidylinositol 3/4-kinase, conserved site;IPR036940 Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily;IPR042236 Phosphoinositide 3-kinase, accessory (PIK) domain superfamily	ENOG503NTYJ	G:(G) Carbohydrate transport and metabolism	GO_function: GO:0016301 - kinase activity [Evidence IEA];GO_process: GO:0048015 - phosphatidylinositol-mediated signaling [Evidence IEA];GO_process: GO:0046854 - phosphatidylinositol phosphate biosynthetic process [Evidence IEA]						
H9P43_000157	H9P43_000157-T1	mRNA	c_be_22_1	388656	389678	-		hypothetical protein														
H9P43_000158	H9P43_000158-T1	mRNA	c_be_22_1	390202	392347	-	LTV1	Protein ltv1				PF04180	IPR007307 Low temperature viability protein Ltv1	ENOG503P01A	S:(S) Function unknown	GO_process: GO:0042274 - ribosomal small subunit biogenesis [Evidence IEA]						
H9P43_000159	H9P43_000159-T1	mRNA	c_be_22_1	392571	394333	-		hypothetical protein				PF00067	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily	ENOG5038CHP	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0005506 - iron ion binding [Evidence IEA];GO_function: GO:0016705 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [Evidence IEA];GO_function: GO:0004497 - monooxygenase activity [Evidence IEA]						
H9P43_000160	H9P43_000160-T1	mRNA	c_be_22_1	396166	396489	+		hypothetical protein														
H9P43_000161	H9P43_000161-T1	mRNA	c_be_22_1	396762	400768	-		hypothetical protein						ENOG50KOG1002	E:(E) Amino acid transport and metabolism							
H9P43_000162	H9P43_000162-T1	mRNA	c_be_22_1	402483	407691	+		hypothetical protein														
H9P43_000163	H9P43_000163-T1	mRNA	c_be_22_1	409381	414914	+		hypothetical protein						ENOG503Q485	A:(A) RNA processing and modification							
H9P43_000164	H9P43_000164-T1	mRNA	c_be_22_1	415260	416921	-	PDI1	protein disulfide-isomerase precursor		5.3.4.1		PF00085;PF13848	IPR005788 Disulphide isomerase;IPR005792 Protein disulphide isomerase;IPR013766 Thioredoxin domain;IPR017937 Thioredoxin, conserved site;IPR036249 Thioredoxin-like superfamily	ENOG503NZ2W	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0003756 - protein disulfide isomerase activity [Evidence IEA]	SignalP(1-24,cutsite=ARA-DA,prob=0.3933)					
H9P43_000165	H9P43_000165-T1	mRNA	c_be_22_1	418941	420818	-		hypothetical protein		2.7.11.1		PF00069;PF07714	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily	ENOG503BBR0	T:(T) Signal transduction mechanisms	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]						
