Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity	#GOs	GOs	Enzyme Codes	InterProScan
Be3_92	initiator trna phosphoribosyl transferase	2714	5	1.12722E-99	52.0%	4	P:metabolic process; F:hydrolase activity; F:catalytic activity; F:protein binding		IPR000387; IPR000608; IPR001810; IPR007306; IPR016135; G3DSA:2.60.60.30 (GENE3D), G3DSA:3.90.190.10 (GENE3D), PTHR31811 (PANTHER), PTHR31811:SF0 (PANTHER), SM00212 (SMART), tmhmm (TMHMM), SSF52799 (SUPERFAMILY)	
Be3_93	heat shock protein 60	2710	5	0.0	81.8%	4	P:protein metabolic process; C:cytoplasm; F:protein binding; F:nucleotide binding	-	IPR001844; IPR002423; IPR018370; G3DSA:1.10.560.10 (GENE3D), G3DSA:3.50.7.10 (GENE3D), PTHR11353:SF9 (PANTHER), SSF52029 (SUPERFAMILY), SSF54849 (SUPERFAMILY)	
Be3_94	atp-binding cassette transporter	2707	5	6.97299E-56	46.2%	2	F:nucleotide binding; F:hydrolase activity		IPR003439; IPR003593; IPR017871; IPR026082; G3DSA:3.40.50.300 (GENE3D), PF12698 (PFAM), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_95	multidrug resistance	2702	5	3.66091E-171	49.2%	4	F:nucleotide binding; C:cell; P:transport; F:hydrolase activity		IPR001140; IPR003439; IPR003593; IPR011527; IPR017871; IPR017940; G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.30.2130.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24223 (PANTHER), PF13840 (PFAM), tmhmm (TMHMM), SSF52540 (SUPERFAMILY), SSF55021 (SUPERFAMILY)	
Be3_96	---NA---	2692	0			0	-		no IPS match	
Be3_97	---NA---	2667	0			2	P:signal transduction; C:cell		IPR000203; tmhmm (TMHMM)	
Be3_98	---NA---	2664	0			0	-		no IPS match	
Be3_99	---NA---	2661	0			0	-		no IPS match	
Be3_100	hypothetical protein BATDEDRAFT_28279	2651	5	1.56095E-34	80.8%	3	P:protein metabolic process; C:cytoplasm; F:nucleotide binding	-	IPR011032; IPR018369; IPR020818; tmhmm (TMHMM), SSF54928 (SUPERFAMILY)	
Be3_101	---NA---	2641	0			0	-		no IPS match	
Be3_102	dead deah box	2639	5	0.0	68.6%	3	F:nucleic acid binding; F:nucleotide binding; F:hydrolase activity	(3.6) Acting on acid anhydrides	IPR001650; IPR003593; IPR004179; IPR011545; IPR014001; G3DSA:1.10.3380.10 (GENE3D), G3DSA:2.60.40.150 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR11752 (PANTHER), PTHR11752:SF8 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_103	---NA---	2626	0			0	-		no IPS match	
Be3_104	hypothetical protein BATDEDRAFT_28279	2623	5	1.46687E-34	80.8%	3	P:protein metabolic process; C:cytoplasm; F:nucleotide binding	-	IPR011032; IPR018369; IPR020818; tmhmm (TMHMM), SSF54928 (SUPERFAMILY)	
Be3_105	kinase-like partial	2600	5	7.60109E-35	52.2%	5	F:protein binding; F:nucleotide binding; P:cellular protein modification process; F:protein kinase activity; 		IPR000210; IPR000719; IPR001245; IPR002290; IPR008271; IPR011009; IPR011333; IPR013069; IPR020635; G3DSA:1.10.510.10 (GENE3D), G3DSA:3.30.200.20 (GENE3D), PTHR23257 (PANTHER)	
Be3_106	udp-glycosyltransferase glycogen phosphorylase	2599	5	3.74033E-120	63.4%	4	F:transferase activity; F:protein binding; F:lipid binding; P:lipid metabolic process	-	IPR001849; IPR002213; IPR004276; IPR011993; G3DSA:3.40.50.2000 (GENE3D), G3DSA:3.80.10.10 (GENE3D), PTHR11926:SF78 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF50729 (SUPERFAMILY), SSF53756 (SUPERFAMILY)	
Be3_107	cytoplasmic methionine-trna ligase mrs1	2598	5	0.0	76.2%	6	P:translation; P:nucleobase-containing compound metabolic process; ; C:cytosol; F:nucleotide binding; F:catalytic activity	-	IPR001412; IPR009068; IPR009080; IPR014729; IPR014758; IPR015413; G3DSA:1.10.730.10 (GENE3D), G3DSA:2.20.28.20 (GENE3D), PTHR11946 (PANTHER), PTHR11946:SF17 (PANTHER), SSF52374 (SUPERFAMILY), SSF57770 (SUPERFAMILY)	
Be3_108	hypothetical protein BATDEDRAFT_21115	2596	5	0.0	70.6%	6	F:nucleotide binding; C:cell; P:transport; F:actin binding; F:calcium ion binding; F:hydrolase activity		IPR001140; IPR001589; IPR001715; IPR002048; IPR003439; IPR003593; IPR011527; IPR011992; IPR017940; G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24223 (PANTHER), tmhmm (TMHMM), SSF47473 (SUPERFAMILY), SSF52540 (SUPERFAMILY)	
Be3_109	---NA---	2595	0			0	-		no IPS match	
Be3_110	transcription initiation factor subunit taf1	2593	5	5.64043E-58	57.6%	1	F:protein binding		IPR000342; IPR001487; IPR016137; IPR022591; G3DSA:1.10.167.10 (GENE3D), PTHR13900 (PANTHER), PTHR13900:SF0 (PANTHER)	
Be3_111	rna polymerase i specific transcription initiation factor rrn3 superfamily	2591	5	3.66426E-44	52.4%	0	-		IPR007991; PD936484 (PRODOM), SignalP-NN(euk) (SIGNALP)	
Be3_112	---NA---	2587	0			0	-		no IPS match	
Be3_113	glutamate decarboxylase	2574	5	5.50268E-78	49.6%	4	F:protein binding; F:catalytic activity; P:metabolic process; F:binding		IPR000210; IPR002129; IPR011333; IPR013069; IPR015421; IPR015422; IPR015424; PTHR11999 (PANTHER), PTHR11999:SF13 (PANTHER)	
Be3_114	actin-related protein 2	2559	5	0.0	85.0%	6	F:catalytic activity; P:carbohydrate metabolic process; F:nucleotide binding; C:cytoskeleton; C:protein complex; P:cytoskeleton organization		IPR004000; IPR013781; IPR017853; IPR020902; IPR027306; G3DSA:3.30.420.40 (GENE3D), G3DSA:3.90.640.10 (GENE3D), tmhmm (TMHMM), SSF53067 (SUPERFAMILY)	
Be3_115	---NA---	2550	0			2	F:protein binding; F:binding		IPR001841; IPR013083; IPR017907; SSF57850 (SUPERFAMILY)	
Be3_116	4-hydroxybenzoate polyprenyl transferase	2543	5	6.44741E-56	61.0%	2	F:transferase activity; C:cell		IPR000537; PTHR11048 (PANTHER), PTHR11048:SF2 (PANTHER), tmhmm (TMHMM)	
Be3_117	regulator of v-atpase in vacuolar membrane protein	2539	5	4.40843E-35	52.0%	1	F:protein binding		IPR001680; IPR003737; IPR011047; IPR015943; IPR017986; IPR019775; IPR022033; IPR024078; PTHR13950 (PANTHER), tmhmm (TMHMM)	
Be3_118	---NA---	2527	0			2	F:signal transducer activity; P:signal transduction		IPR000014; IPR006189; G3DSA:3.30.450.20 (GENE3D), G3DSA:3.40.50.300 (GENE3D), tmhmm (TMHMM), SSF52540 (SUPERFAMILY), SSF55785 (SUPERFAMILY)	
Be3_119	saicar synthase-like protein	2527	5	3.31521E-121	64.8%	8	F:protein binding; F:kinase activity; P:lipid metabolic process; C:nucleus; F:transferase activity; P:cellular protein modification process; P:catabolic process; 		IPR001214; IPR002498; IPR003590; IPR003616; IPR006560; IPR016034; IPR023610; G3DSA:2.170.270.10 (GENE3D), G3DSA:3.30.800.10 (GENE3D), G3DSA:3.30.810.10 (GENE3D), G3DSA:3.80.10.10 (GENE3D), PTHR23086:SF3 (PANTHER), PF13516 (PFAM), SSF52047 (SUPERFAMILY), SSF56104 (SUPERFAMILY), SSF82199 (SUPERFAMILY)	
Be3_120	amp-dependent synthetase and ligase	2527	5	6.40278E-94	65.8%	2	F:catalytic activity; P:metabolic process		IPR000873; IPR003590; IPR020845; G3DSA:2.30.38.10 (GENE3D), G3DSA:3.30.300.30 (GENE3D), G3DSA:3.40.50.980 (GENE3D), G3DSA:3.80.10.10 (GENE3D), PTHR24096 (PANTHER), PTHR24096:SF16 (PANTHER), PF13516 (PFAM), SSF52047 (SUPERFAMILY), SSF56801 (SUPERFAMILY)	
Be3_121	hypothetical protein AGABI2DRAFT_200410	2527	5	1.99776E-165	45.8%	1	F:binding		IPR011430; IPR011989; IPR016024; PTHR17695 (PANTHER), PTHR17695:SF11 (PANTHER)	
Be3_122	fatty acid synthetase beta subunit	2523	5	5.85988E-176	63.0%	8	F:catalytic activity; F:transferase activity; C:protein complex; C:cytoplasm; P:biosynthetic process; P:lipid metabolic process; P:metabolic process; F:nucleotide binding	-	IPR001227; IPR002539; IPR003965; IPR014043; IPR016035; IPR016040; G3DSA:3.10.129.10 (GENE3D), PTHR10982 (PANTHER), PTHR10982:SF4 (PANTHER), SignalP-NN(euk) (SIGNALP), SSF51735 (SUPERFAMILY), SSF54637 (SUPERFAMILY)	
Be3_123	---NA---	2511	0			0	-		no IPS match	
Be3_124	---NA---	2508	0			0	-		tmhmm (TMHMM)	
Be3_125	---NA---	2501	0			0	-		no IPS match	
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	2499	5	4.60464E-117	48.0%	11	C:intracellular; F:nucleotide binding; P:cellular protein modification process; F:hydrolase activity; P:protein metabolic process; P:catabolic process; F:DNA binding; F:protein binding; F:nuclease activity; F:protein kinase activity; 	-	IPR000719; IPR001394; IPR002100; IPR002290; IPR006055; IPR008271; IPR011009; IPR012337; IPR013520; IPR015943; IPR017441; IPR017986; IPR020635; G3DSA:1.10.510.10 (GENE3D), G3DSA:3.30.200.20 (GENE3D), G3DSA:3.30.420.10 (GENE3D), PTHR15728 (PANTHER), PTHR15728:SF0 (PANTHER), PF13423 (PFAM), SSF54001 (SUPERFAMILY)	
Be3_127	---NA---	2498	0			2	F:protein binding; F:binding		IPR001841; SSF57850 (SUPERFAMILY)	
Be3_128	spermatogenesis associated 4	2491	5	5.16888E-23	64.0%	3	F:molecular_function; P:biological_process; C:cellular_component		IPR010441; PTHR12509:SF8 (PANTHER)	
Be3_129	---NA---	2487	0			0	-		tmhmm (TMHMM)	
Be3_130	isoleucyl-trna synthetase	2486	5	0.0	63.4%	7	F:nucleotide binding; C:cytoplasm; F:catalytic activity; P:translation; P:nucleobase-containing compound metabolic process; ; P:biosynthetic process	-	IPR001412; IPR002300; IPR002301; IPR009008; IPR009080; IPR013155; IPR014729; IPR023585; G3DSA:1.10.730.10 (GENE3D), PTHR11946 (PANTHER), SSF52374 (SUPERFAMILY)	
Be3_131	oligopeptidase b	2476	5	2.62848E-86	48.0%	6	P:protein metabolic process; P:catabolic process; F:peptidase activity; F:nucleic acid binding; F:nucleotide binding; F:hydrolase activity		IPR001375; IPR002470; IPR004106; IPR011545; IPR014001; G3DSA:3.40.50.1820 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR11757:SF3 (PANTHER), SSF52540 (SUPERFAMILY), SSF53474 (SUPERFAMILY)	
Be3_132	ion transport domain-containing protein	2472	5	1.37794E-20	62.0%	0	-		tmhmm (TMHMM)	
Be3_133	---NA---	2470	0			0	-		tmhmm (TMHMM), SSF53448 (SUPERFAMILY)	
Be3_134	hypothetical protein RO3G_01807	2457	5	0.0	57.6%	2	F:nucleotide binding; F:hydrolase activity		IPR003593; IPR011704; G3DSA:3.40.50.300 (GENE3D), PTHR22908 (PANTHER), PTHR22908:SF14 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_135	branched-chain amino acid aminotransferase	2444	5	1.40859E-157	74.4%	7	F:transferase activity; P:catabolic process; ; P:biosynthetic process; F:protein binding; P:carbohydrate metabolic process; F:binding	(2.6) Transferring nitrogenous groups	IPR000601; IPR001544; IPR003961; IPR005786; IPR011041; IPR011042; IPR012938; IPR013783; IPR018300; IPR022409; G3DSA:3.20.10.10 (GENE3D), G3DSA:3.30.470.10 (GENE3D), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM)	
Be3_136	arm repeat-containing protein	2441	5	2.00064E-89	50.8%	5	F:protein binding; P:ion transport; F:ion channel activity; C:cell; F:nucleotide binding		IPR001680; IPR003929; IPR011989; IPR015943; IPR016024; IPR016040; IPR017986; IPR019775; IPR021133; PTHR17583 (PANTHER), tmhmm (TMHMM), SSF50960 (SUPERFAMILY), SSF51735 (SUPERFAMILY)	
Be3_137	hypothetical protein BATDEDRAFT_88626	2438	5	8.64758E-31	56.8%	4	F:receptor activity; C:cell; C:nucleus; P:signal transduction		IPR001828; IPR002455; IPR003923; IPR014812; IPR017978; G3DSA:3.40.50.2300 (GENE3D), PTHR15954 (PANTHER), PTHR15954:SF4 (PANTHER), tmhmm (TMHMM), SSF53822 (SUPERFAMILY)	
Be3_138	---NA---	2437	0			0	-		no IPS match	
Be3_139	---NA---	2436	0			0	-		tmhmm (TMHMM)	
Be3_140	class v myosin	2432	5	0.0	59.0%	7	F:protein binding; F:motor activity; F:nucleotide binding; C:cytoskeleton; C:protein complex; F:transporter activity; P:ion transport		IPR000048; IPR001609; IPR002490; IPR002710; IPR018444; PTHR13140 (PANTHER), PTHR13140:SF32 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_141	diacylglycerol o-acyltransferase 2	2427	5	8.89732E-19	53.2%	4	F:diacylglycerol O-acyltransferase activity; F:transferase activity; ; F:transferase activity, transferring acyl groups other than amino-acyl groups		IPR007130	
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	2426	5	4.56652E-37	39.2%	5	F:DNA binding; F:nucleotide binding; F:receptor activity; P:signal transduction; C:cell		IPR000330; IPR000337; IPR001828; IPR017978; G3DSA:3.40.50.2300 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR10799 (PANTHER), PTHR10799:SF250 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY), SSF53822 (SUPERFAMILY)	
Be3_143	hypothetical protein RO3G_01807	2426	5	0.0	60.2%	2	F:nucleotide binding; F:hydrolase activity		IPR003593; IPR011704; G3DSA:3.40.50.300 (GENE3D), PTHR22908 (PANTHER), PTHR22908:SF14 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_144	---NA---	2421	0			2	F:protein binding; F:binding		IPR001841; SSF57850 (SUPERFAMILY)	
Be3_145	---NA---	2419	0			0	-		no IPS match	
Be3_146	---NA---	2418	0			0	-		no IPS match	
Be3_147	---NA---	2416	0			0	-		SignalP-NN(euk) (SIGNALP)	
Be3_148	acetyl- carboxylase	2405	5	2.92586E-103	68.0%	7	F:nucleotide binding; F:binding; F:catalytic activity; P:biosynthetic process; P:lipid metabolic process; C:protein complex; C:cytoplasm	-	IPR005479; IPR005482; IPR011054; IPR011761; IPR011764; IPR013815; IPR013816; PTHR18866 (PANTHER), PTHR18866:SF6 (PANTHER), SSF56059 (SUPERFAMILY)	
Be3_149	---NA---	2404	0			0	-		SignalP-NN(euk) (SIGNALP)	
Be3_150	intraflagellar transport protein 122 homolog	2394	5	1.07073E-72	54.8%	4	F:protein binding; F:peptidase activity; P:protein metabolic process; P:catabolic process		IPR001680; IPR011600; IPR015943; IPR017986; G3DSA:3.40.50.1460 (GENE3D), PTHR12764 (PANTHER), PTHR12764:SF4 (PANTHER), tmhmm (TMHMM)	
Be3_151	predicted protein	2387	1	1.62058E-18	46.0%	0	-		IPR003590; G3DSA:3.80.10.10 (GENE3D), PF13516 (PFAM), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF52047 (SUPERFAMILY)	
Be3_152	sulfate transporter family protein	2385	5	7.27712E-106	55.8%	3	P:ion transport; F:transporter activity; C:cell		IPR002645; IPR011547; PTHR11814 (PANTHER), PTHR11814:SF27 (PANTHER), tmhmm (TMHMM)	
Be3_153	hypothetical protein BATDEDRAFT_36555	2381	5	2.10516E-60	73.0%	6	F:enzyme regulator activity; P:signal transduction; F:transferase activity; C:nucleolus; P:nucleobase-containing compound metabolic process; 		IPR000331; IPR006886; IPR025254; PTHR15654 (PANTHER), PTHR15654:SF0 (PANTHER), SSF111347 (SUPERFAMILY)	
Be3_154	wd repeat-containing protein 5-like	2369	5	2.17026E-107	69.4%	4	P:biosynthetic process; P:nucleobase-containing compound metabolic process; F:catalytic activity; F:protein binding		IPR001054; IPR001680; IPR015943; IPR017986; IPR019775; IPR020472; G3DSA:3.30.450.40 (GENE3D), PTHR22847 (PANTHER), PTHR22847:SF48 (PANTHER), SSF55781 (SUPERFAMILY)	
Be3_155	pre-mrna-processing-splicing factor 8	2366	5	0.0	89.0%	3	C:nucleus; P:nucleobase-containing compound metabolic process; F:protein binding	-	IPR000555; IPR012591; IPR012592; IPR012984; IPR019580; IPR019581; IPR019582; IPR021983; PTHR11140 (PANTHER), PTHR11140:SF0 (PANTHER)	
Be3_156	clathrin-coated vesicle protein	2361	5	2.19692E-126	46.4%	1	F:calcium ion binding		IPR002048; IPR011989; IPR011992; IPR016024; IPR018247; PTHR21663 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF47473 (SUPERFAMILY)	
Be3_157	related to exocyst complex component sec5	2358	5	3.15721E-87	46.0%	0	-		IPR001194; IPR005113; PTHR13043 (PANTHER), PTHR13043:SF0 (PANTHER)	
Be3_158	multidrug and toxin extrusion protein 2 isoform 1	2350	5	2.16893E-42	51.8%	3	P:transport; F:transporter activity; C:cell		IPR002528; PTHR11206 (PANTHER), PTHR11206:SF8 (PANTHER), tmhmm (TMHMM)	
Be3_159	---NA---	2346	0			0	-		no IPS match	
Be3_160	nadh dehydrogenase	2345	5	1.3495E-157	68.2%	5	F:hydrolase activity; F:catalytic activity; P:metabolic process; P:catabolic process; P:lipid metabolic process		IPR002921; IPR019339; IPR022209; IPR023753; G3DSA:3.40.50.1820 (GENE3D), G3DSA:3.50.50.60 (GENE3D), PTHR22915 (PANTHER), PTHR22915:SF4 (PANTHER), tmhmm (TMHMM), SSF51905 (SUPERFAMILY), SSF53474 (SUPERFAMILY)	
Be3_161	---NA---	2344	0			0	-		no IPS match	
Be3_162	myosin ii heavy chain	2343	5	0.0	59.6%	5	F:motor activity; F:nucleotide binding; C:cytoskeleton; C:protein complex; F:actin binding	-	IPR000048; IPR001609; IPR002928; IPR004009; IPR008989; IPR009053; G3DSA:4.10.270.10 (GENE3D), PTHR13140 (PANTHER), PTHR13140:SF23 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_163	probable bifunctional purine biosynthetic protein ade1	2338	5	0.0	74.0%	6	F:catalytic activity; P:biosynthetic process; P:nucleobase-containing compound metabolic process; C:cytoplasm; F:nucleotide binding; F:binding	-	IPR000115; IPR000728; IPR004733; IPR010918; IPR011054; IPR011761; IPR013815; IPR013816; IPR016185; IPR016188; IPR020559; IPR020560; IPR020561; IPR020562; G3DSA:3.30.1330.10 (GENE3D), G3DSA:3.90.650.10 (GENE3D), PTHR10520 (PANTHER), PTHR10520:SF2 (PANTHER), tmhmm (TMHMM), SSF56059 (SUPERFAMILY)	
Be3_164	phospholipid-transporting atpase	2333	5	0.0	75.2%	9	P:metabolic process; F:protein binding; C:cell; F:hydrolase activity; F:transporter activity; P:ion transport; F:binding; F:nucleotide binding; P:transport	(3.6) Acting on acid anhydrides	IPR001611; IPR001757; IPR004908; IPR006539; IPR008250; IPR011987; IPR011989; IPR016024; IPR018303; IPR023214; IPR023299; G3DSA:3.80.10.10 (GENE3D), PTHR24092:SF8 (PANTHER), PF12710 (PFAM), tmhmm (TMHMM), SSF52058 (SUPERFAMILY), SSF81653 (SUPERFAMILY), SSF81665 (SUPERFAMILY)	
Be3_165	metallo-beta-lactamase family protein	2328	5	4.75803E-50	54.0%	1	F:hydrolase activity		G3DSA:3.60.15.10 (GENE3D), PF12706 (PFAM), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF56281 (SUPERFAMILY)	
Be3_166	kinetochore-associated protein 1-like	2326	5	4.23704E-16	41.6%	1	F:protein binding		IPR011044; IPR015943; PTHR15688 (PANTHER), PTHR15688:SF0 (PANTHER)	
Be3_167	---NA---	2323	0			0	-		SignalP-NN(euk) (SIGNALP)	
Be3_168	---NA---	2307	0			2	P:signal transduction; C:cell		IPR000203; tmhmm (TMHMM)	
Be3_169	---NA---	2306	0			0	-		no IPS match	
Be3_170	related to vps13-involved in regulating membrane traffic	2305	5	1.06059E-173	52.4%	0	-		IPR009543; IPR015412; IPR026847	
Be3_171	nadh-cytochrome b5 reductase	2305	5	8.14052E-77	68.4%	7	C:cell; F:enzyme regulator activity; C:intracellular; P:signal transduction; F:catalytic activity; P:metabolic process; P:biological_process	-	IPR000651; IPR001433; IPR001709; IPR001834; IPR001895; IPR007217; IPR008333; IPR017927; IPR017938; IPR023578; G3DSA:1.20.870.10 (GENE3D), G3DSA:2.40.30.10 (GENE3D), G3DSA:3.40.50.80 (GENE3D), PTHR19370 (PANTHER), PTHR19370:SF8 (PANTHER), tmhmm (TMHMM), SSF52343 (SUPERFAMILY)	
Be3_172	voltage-gated ion channel superfamily	2302	5	1.83567E-89	49.0%	6	F:ion channel activity; P:ion transport; C:protein complex; C:plasma membrane; P:transport; F:nucleotide binding		IPR003091; IPR003929; IPR005821; IPR016040; G3DSA:1.10.287.70 (GENE3D), PTHR10027 (PANTHER), tmhmm (TMHMM), SSF51735 (SUPERFAMILY), SSF81324 (SUPERFAMILY)	
Be3_173	g-protein-coupled receptor family 3 protein 5	2301	5	2.32145E-16	40.0%	3	F:receptor activity; P:signal transduction; C:cell		IPR001828; IPR017978; G3DSA:3.40.50.2300 (GENE3D), PTHR10519 (PANTHER), PTHR10519:SF5 (PANTHER), tmhmm (TMHMM), SSF53822 (SUPERFAMILY)	
Be3_174	---NA---	2296	0			0	-		SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM)	
Be3_175	---NA---	2295	0			0	-		no IPS match	
Be3_176	---NA---	2293	0			7	F:sequence-specific DNA binding transcription factor activity; F:binding; F:DNA binding; C:nucleoplasm; C:protein complex; ; P:regulation of biological process		IPR000679; IPR013088; PTHR10919 (PANTHER), PTHR10919:SF228 (PANTHER), tmhmm (TMHMM), SSF57716 (SUPERFAMILY)	
Be3_177	---NA---	2289	0			0	-		no IPS match	
Be3_178	---NA---	2289	0			0	-		no IPS match	
Be3_179	---NA---	2283	0			0	-		no IPS match	
Be3_180	---NA---	2280	0			0	-		G3DSA:3.80.10.10 (GENE3D), SSF52047 (SUPERFAMILY)	
Be3_181	vacuolar isoform b	2280	5	9.11154E-12	45.6%	4	C:intracellular; P:biological_process; F:enzyme regulator activity; P:signal transduction	-	IPR001936; IPR008936; PTHR10194 (PANTHER), PTHR10194:SF23 (PANTHER)	
Be3_182	voltage gated chloride partial	2280	5	0.0	62.0%	5	F:protein binding; F:ion channel activity; P:ion transport; C:cell; P:transport		IPR000644; IPR001807; IPR014743; G3DSA:3.10.580.10 (GENE3D), PTHR11689 (PANTHER), tmhmm (TMHMM), SSF54631 (SUPERFAMILY)	
Be3_183	clathrin-coated vesicle protein	2276	5	8.28881E-127	46.4%	1	F:calcium ion binding		IPR002048; IPR011989; IPR011992; IPR016024; IPR018247; PTHR21663 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF47473 (SUPERFAMILY)	
Be3_184	cyclic nucleotide-binding protein	2276	5	4.50777E-73	53.2%	6	F:receptor activity; C:cell; F:ion channel activity; P:ion transport; P:transport; P:signal transduction		IPR000337; IPR000595; IPR002455; IPR005821; IPR014710; IPR017978; IPR018488; IPR018490; G3DSA:1.10.287.630 (GENE3D), G3DSA:1.10.287.70 (GENE3D), G3DSA:3.40.190.10 (GENE3D), PTHR10217 (PANTHER), PF13416 (PFAM), tmhmm (TMHMM), SSF53850 (SUPERFAMILY), SSF81324 (SUPERFAMILY)	
Be3_185	cytoplasmic methionine-trna ligase mrs1	2270	5	0.0	76.2%	6	P:translation; P:nucleobase-containing compound metabolic process; ; C:cytosol; F:nucleotide binding; F:catalytic activity	-	IPR000738; IPR001412; IPR009068; IPR009080; IPR014729; IPR014758; IPR015413; G3DSA:1.10.730.10 (GENE3D), G3DSA:2.20.28.20 (GENE3D), PTHR11946 (PANTHER), PTHR11946:SF17 (PANTHER), SSF52374 (SUPERFAMILY), SSF57770 (SUPERFAMILY)	
Be3_186	hcr2-	2265	5	2.00328E-36	58.0%	4	P:signal transduction; P:nucleobase-containing compound metabolic process; P:catabolic process; F:hydrolase activity		IPR002073; IPR003591; IPR003607; IPR008334; IPR009030; IPR023088; IPR023174; PR00019 (PRINTS), G3DSA:3.60.21.10 (GENE3D), G3DSA:3.80.10.10 (GENE3D), PTHR11347 (PANTHER), PF13855 (PFAM), tmhmm (TMHMM), SSF109604 (SUPERFAMILY), SSF52058 (SUPERFAMILY), SSF56300 (SUPERFAMILY)	
Be3_187	serine threonine protein phosphatase pp2a-1 catalytic subunit	2262	5	1.80656E-20	51.4%	1	F:protein binding		IPR001452; G3DSA:2.30.30.40 (GENE3D), PTHR12602 (PANTHER), PTHR12602:SF1 (PANTHER)	
