SeqName	Hit-Desc	GO-Group	GO-ID	Term
Be3_121	hypothetical protein AGABI2DRAFT_200410	F	GO:0005488	binding
Be3_122	fatty acid synthetase beta subunit	F	GO:0003824	catalytic activity
Be3_122	fatty acid synthetase beta subunit	F	GO:0016740	transferase activity
Be3_122	fatty acid synthetase beta subunit	C	GO:0043234	protein complex
Be3_122	fatty acid synthetase beta subunit	C	GO:0005737	cytoplasm
Be3_122	fatty acid synthetase beta subunit	P	GO:0009058	biosynthetic process
Be3_122	fatty acid synthetase beta subunit	P	GO:0006629	lipid metabolic process
Be3_122	fatty acid synthetase beta subunit	P	GO:0008152	metabolic process
Be3_122	fatty acid synthetase beta subunit	F	GO:0000166	nucleotide binding
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	C	GO:0005622	intracellular
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0000166	nucleotide binding
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	P	GO:0006464	cellular protein modification process
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0016787	hydrolase activity
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	P	GO:0019538	protein metabolic process
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	P	GO:0009056	catabolic process
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0003677	DNA binding
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0005515	protein binding
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0004518	nuclease activity
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	F	GO:0004672	protein kinase activity
Be3_126	ubiquitin c-terminal poly -specific ribonuclease complex subunit pan2	N	GO:0006519	
Be3_127	---NA---	F	GO:0005515	protein binding
Be3_127	---NA---	F	GO:0005488	binding
Be3_130	isoleucyl-trna synthetase	F	GO:0000166	nucleotide binding
Be3_130	isoleucyl-trna synthetase	C	GO:0005737	cytoplasm
Be3_130	isoleucyl-trna synthetase	F	GO:0003824	catalytic activity
Be3_130	isoleucyl-trna synthetase	P	GO:0006412	translation
Be3_130	isoleucyl-trna synthetase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_130	isoleucyl-trna synthetase	N	GO:0006519	
Be3_130	isoleucyl-trna synthetase	P	GO:0009058	biosynthetic process
Be3_131	oligopeptidase b	P	GO:0019538	protein metabolic process
Be3_131	oligopeptidase b	P	GO:0009056	catabolic process
Be3_131	oligopeptidase b	F	GO:0008233	peptidase activity
Be3_131	oligopeptidase b	F	GO:0003676	nucleic acid binding
Be3_131	oligopeptidase b	F	GO:0000166	nucleotide binding
Be3_131	oligopeptidase b	F	GO:0016787	hydrolase activity
Be3_134	hypothetical protein RO3G_01807	F	GO:0000166	nucleotide binding
Be3_134	hypothetical protein RO3G_01807	F	GO:0016787	hydrolase activity
Be3_135	branched-chain amino acid aminotransferase	F	GO:0016740	transferase activity
Be3_135	branched-chain amino acid aminotransferase	P	GO:0009056	catabolic process
Be3_135	branched-chain amino acid aminotransferase	N	GO:0006519	
Be3_135	branched-chain amino acid aminotransferase	P	GO:0009058	biosynthetic process
Be3_135	branched-chain amino acid aminotransferase	F	GO:0005515	protein binding
Be3_135	branched-chain amino acid aminotransferase	P	GO:0005975	carbohydrate metabolic process
Be3_135	branched-chain amino acid aminotransferase	F	GO:0005488	binding
Be3_136	arm repeat-containing protein	F	GO:0005515	protein binding
Be3_136	arm repeat-containing protein	P	GO:0006811	ion transport
Be3_136	arm repeat-containing protein	F	GO:0005216	ion channel activity
Be3_136	arm repeat-containing protein	C	GO:0005623	cell
Be3_136	arm repeat-containing protein	F	GO:0000166	nucleotide binding
Be3_137	hypothetical protein BATDEDRAFT_88626	F	GO:0004872	receptor activity
Be3_137	hypothetical protein BATDEDRAFT_88626	C	GO:0005623	cell
Be3_137	hypothetical protein BATDEDRAFT_88626	C	GO:0005634	nucleus
Be3_137	hypothetical protein BATDEDRAFT_88626	P	GO:0007165	signal transduction
Be3_140	class v myosin	F	GO:0005515	protein binding
Be3_140	class v myosin	F	GO:0003774	motor activity
Be3_140	class v myosin	F	GO:0000166	nucleotide binding
Be3_140	class v myosin	C	GO:0005856	cytoskeleton
Be3_140	class v myosin	C	GO:0043234	protein complex
Be3_140	class v myosin	F	GO:0005215	transporter activity
Be3_140	class v myosin	P	GO:0006811	ion transport
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	F	GO:0003677	DNA binding
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	F	GO:0000166	nucleotide binding
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	F	GO:0004872	receptor activity
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	P	GO:0007165	signal transduction
Be3_142	tpa: snf2 family (afu_orthologue afua_4g10830)	C	GO:0005623	cell
Be3_143	hypothetical protein RO3G_01807	F	GO:0000166	nucleotide binding
Be3_143	hypothetical protein RO3G_01807	F	GO:0016787	hydrolase activity
Be3_144	---NA---	F	GO:0005515	protein binding
Be3_144	---NA---	F	GO:0005488	binding
Be3_148	acetyl- carboxylase	F	GO:0000166	nucleotide binding
Be3_148	acetyl- carboxylase	F	GO:0005488	binding
Be3_148	acetyl- carboxylase	F	GO:0003824	catalytic activity
Be3_148	acetyl- carboxylase	P	GO:0009058	biosynthetic process
Be3_148	acetyl- carboxylase	P	GO:0006629	lipid metabolic process
Be3_148	acetyl- carboxylase	C	GO:0043234	protein complex
Be3_148	acetyl- carboxylase	C	GO:0005737	cytoplasm
Be3_150	intraflagellar transport protein 122 homolog	F	GO:0005515	protein binding
Be3_150	intraflagellar transport protein 122 homolog	F	GO:0008233	peptidase activity
Be3_150	intraflagellar transport protein 122 homolog	P	GO:0019538	protein metabolic process
Be3_150	intraflagellar transport protein 122 homolog	P	GO:0009056	catabolic process
Be3_152	sulfate transporter family protein	P	GO:0006811	ion transport
Be3_152	sulfate transporter family protein	F	GO:0005215	transporter activity
Be3_152	sulfate transporter family protein	C	GO:0005623	cell
Be3_153	hypothetical protein BATDEDRAFT_36555	F	GO:0030234	enzyme regulator activity
Be3_153	hypothetical protein BATDEDRAFT_36555	P	GO:0007165	signal transduction
Be3_153	hypothetical protein BATDEDRAFT_36555	F	GO:0016740	transferase activity
Be3_153	hypothetical protein BATDEDRAFT_36555	C	GO:0005730	nucleolus
Be3_153	hypothetical protein BATDEDRAFT_36555	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_153	hypothetical protein BATDEDRAFT_36555	N	GO:0006350	
Be3_154	wd repeat-containing protein 5-like	P	GO:0009058	biosynthetic process
Be3_154	wd repeat-containing protein 5-like	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_154	wd repeat-containing protein 5-like	F	GO:0003824	catalytic activity
Be3_154	wd repeat-containing protein 5-like	F	GO:0005515	protein binding
Be3_155	pre-mrna-processing-splicing factor 8	C	GO:0005634	nucleus
Be3_155	pre-mrna-processing-splicing factor 8	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_155	pre-mrna-processing-splicing factor 8	F	GO:0005515	protein binding
Be3_156	clathrin-coated vesicle protein	F	GO:0005509	calcium ion binding
Be3_158	multidrug and toxin extrusion protein 2 isoform 1	P	GO:0006810	transport
Be3_158	multidrug and toxin extrusion protein 2 isoform 1	F	GO:0005215	transporter activity
Be3_158	multidrug and toxin extrusion protein 2 isoform 1	C	GO:0005623	cell
Be3_160	nadh dehydrogenase	F	GO:0016787	hydrolase activity
Be3_160	nadh dehydrogenase	F	GO:0003824	catalytic activity
Be3_160	nadh dehydrogenase	P	GO:0008152	metabolic process
Be3_160	nadh dehydrogenase	P	GO:0009056	catabolic process
Be3_160	nadh dehydrogenase	P	GO:0006629	lipid metabolic process
Be3_162	myosin ii heavy chain	F	GO:0003774	motor activity
Be3_162	myosin ii heavy chain	F	GO:0000166	nucleotide binding
Be3_162	myosin ii heavy chain	C	GO:0005856	cytoskeleton
Be3_162	myosin ii heavy chain	C	GO:0043234	protein complex
Be3_162	myosin ii heavy chain	F	GO:0003779	actin binding
Be3_163	probable bifunctional purine biosynthetic protein ade1	F	GO:0003824	catalytic activity
Be3_163	probable bifunctional purine biosynthetic protein ade1	P	GO:0009058	biosynthetic process
Be3_163	probable bifunctional purine biosynthetic protein ade1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_163	probable bifunctional purine biosynthetic protein ade1	C	GO:0005737	cytoplasm
Be3_163	probable bifunctional purine biosynthetic protein ade1	F	GO:0000166	nucleotide binding
Be3_163	probable bifunctional purine biosynthetic protein ade1	F	GO:0005488	binding
Be3_164	phospholipid-transporting atpase	P	GO:0008152	metabolic process
Be3_164	phospholipid-transporting atpase	F	GO:0005515	protein binding
Be3_164	phospholipid-transporting atpase	C	GO:0005623	cell
Be3_164	phospholipid-transporting atpase	F	GO:0016787	hydrolase activity
Be3_164	phospholipid-transporting atpase	F	GO:0005215	transporter activity
Be3_164	phospholipid-transporting atpase	P	GO:0006811	ion transport
Be3_164	phospholipid-transporting atpase	F	GO:0005488	binding
Be3_164	phospholipid-transporting atpase	F	GO:0000166	nucleotide binding
Be3_164	phospholipid-transporting atpase	P	GO:0006810	transport
Be3_166	kinetochore-associated protein 1-like	F	GO:0005515	protein binding
Be3_168	---NA---	P	GO:0007165	signal transduction
Be3_168	---NA---	C	GO:0005623	cell
Be3_171	nadh-cytochrome b5 reductase	C	GO:0005623	cell
Be3_171	nadh-cytochrome b5 reductase	F	GO:0030234	enzyme regulator activity
Be3_171	nadh-cytochrome b5 reductase	C	GO:0005622	intracellular
Be3_171	nadh-cytochrome b5 reductase	P	GO:0007165	signal transduction
Be3_171	nadh-cytochrome b5 reductase	F	GO:0003824	catalytic activity
Be3_171	nadh-cytochrome b5 reductase	P	GO:0008152	metabolic process
Be3_171	nadh-cytochrome b5 reductase	P	GO:0008150	biological_process
Be3_172	voltage-gated ion channel superfamily	F	GO:0005216	ion channel activity
Be3_172	voltage-gated ion channel superfamily	P	GO:0006811	ion transport
Be3_172	voltage-gated ion channel superfamily	C	GO:0043234	protein complex
Be3_172	voltage-gated ion channel superfamily	C	GO:0005886	plasma membrane
Be3_172	voltage-gated ion channel superfamily	P	GO:0006810	transport
Be3_172	voltage-gated ion channel superfamily	F	GO:0000166	nucleotide binding
Be3_173	g-protein-coupled receptor family 3 protein 5	F	GO:0004872	receptor activity
Be3_173	g-protein-coupled receptor family 3 protein 5	P	GO:0007165	signal transduction
Be3_173	g-protein-coupled receptor family 3 protein 5	C	GO:0005623	cell
Be3_176	---NA---	F	GO:0003700	sequence-specific DNA binding transcription factor activity
Be3_176	---NA---	F	GO:0005488	binding
Be3_176	---NA---	F	GO:0003677	DNA binding
Be3_176	---NA---	C	GO:0005654	nucleoplasm
Be3_176	---NA---	C	GO:0043234	protein complex
Be3_176	---NA---	N	GO:0006350	
Be3_176	---NA---	P	GO:0050789	regulation of biological process
Be3_181	vacuolar isoform b	C	GO:0005622	intracellular
Be3_181	vacuolar isoform b	P	GO:0008150	biological_process
Be3_181	vacuolar isoform b	F	GO:0030234	enzyme regulator activity
Be3_181	vacuolar isoform b	P	GO:0007165	signal transduction
Be3_182	voltage gated chloride partial	F	GO:0005515	protein binding
Be3_182	voltage gated chloride partial	F	GO:0005216	ion channel activity
Be3_182	voltage gated chloride partial	P	GO:0006811	ion transport
Be3_182	voltage gated chloride partial	C	GO:0005623	cell
Be3_182	voltage gated chloride partial	P	GO:0006810	transport
Be3_183	clathrin-coated vesicle protein	F	GO:0005509	calcium ion binding
Be3_184	cyclic nucleotide-binding protein	F	GO:0004872	receptor activity
Be3_184	cyclic nucleotide-binding protein	C	GO:0005623	cell
Be3_184	cyclic nucleotide-binding protein	F	GO:0005216	ion channel activity
Be3_184	cyclic nucleotide-binding protein	P	GO:0006811	ion transport
Be3_184	cyclic nucleotide-binding protein	P	GO:0006810	transport
Be3_184	cyclic nucleotide-binding protein	P	GO:0007165	signal transduction
Be3_185	cytoplasmic methionine-trna ligase mrs1	P	GO:0006412	translation
Be3_185	cytoplasmic methionine-trna ligase mrs1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_185	cytoplasmic methionine-trna ligase mrs1	N	GO:0006519	
Be3_185	cytoplasmic methionine-trna ligase mrs1	C	GO:0005829	cytosol
Be3_185	cytoplasmic methionine-trna ligase mrs1	F	GO:0000166	nucleotide binding
Be3_185	cytoplasmic methionine-trna ligase mrs1	F	GO:0003824	catalytic activity
Be3_186	hcr2-	P	GO:0007165	signal transduction
Be3_186	hcr2-	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_186	hcr2-	P	GO:0009056	catabolic process
Be3_186	hcr2-	F	GO:0016787	hydrolase activity
Be3_187	serine threonine protein phosphatase pp2a-1 catalytic subunit	F	GO:0005515	protein binding
Be3_188	n-terminal nucleophile aminohydrolase	F	GO:0005515	protein binding
Be3_189	---NA---	F	GO:0003677	DNA binding
Be3_189	---NA---	C	GO:0005634	nucleus
Be3_189	---NA---	F	GO:0005488	binding
Be3_189	---NA---	F	GO:0008233	peptidase activity
Be3_189	---NA---	P	GO:0019538	protein metabolic process
Be3_189	---NA---	P	GO:0009056	catabolic process
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	P	GO:0006811	ion transport
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	C	GO:0005623	cell
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	F	GO:0016787	hydrolase activity
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	F	GO:0005215	transporter activity
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	F	GO:0005488	binding
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	F	GO:0000166	nucleotide binding
Be3_190	phospholipid-translocating p-type atpase domain-containing protein	P	GO:0006810	transport
Be3_191	bromodomain and phd finger-containing protein 3	F	GO:0005515	protein binding
Be3_191	bromodomain and phd finger-containing protein 3	F	GO:0005488	binding
Be3_193	class v myosin	F	GO:0005515	protein binding
Be3_193	class v myosin	F	GO:0003774	motor activity
Be3_193	class v myosin	F	GO:0000166	nucleotide binding
Be3_193	class v myosin	C	GO:0005856	cytoskeleton
Be3_193	class v myosin	C	GO:0043234	protein complex
Be3_193	class v myosin	F	GO:0005215	transporter activity
Be3_193	class v myosin	P	GO:0006811	ion transport
Be3_195	bifunctional pyrimidine biosynthesis protein	F	GO:0016301	kinase activity
Be3_195	bifunctional pyrimidine biosynthesis protein	P	GO:0008152	metabolic process
Be3_195	bifunctional pyrimidine biosynthesis protein	F	GO:0005488	binding
Be3_195	bifunctional pyrimidine biosynthesis protein	F	GO:0000166	nucleotide binding
Be3_195	bifunctional pyrimidine biosynthesis protein	F	GO:0003824	catalytic activity
Be3_195	bifunctional pyrimidine biosynthesis protein	P	GO:0009058	biosynthetic process
Be3_195	bifunctional pyrimidine biosynthesis protein	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_195	bifunctional pyrimidine biosynthesis protein	F	GO:0016740	transferase activity
Be3_195	bifunctional pyrimidine biosynthesis protein	C	GO:0043234	protein complex
Be3_195	bifunctional pyrimidine biosynthesis protein	C	GO:0005737	cytoplasm
Be3_195	bifunctional pyrimidine biosynthesis protein	N	GO:0006519	
Be3_195	bifunctional pyrimidine biosynthesis protein	C	GO:0005623	cell
Be3_195	bifunctional pyrimidine biosynthesis protein	P	GO:0009056	catabolic process
Be3_196	activating signal cointegrator 1 complex subunit 3-like	F	GO:0003676	nucleic acid binding
Be3_196	activating signal cointegrator 1 complex subunit 3-like	F	GO:0000166	nucleotide binding
Be3_196	activating signal cointegrator 1 complex subunit 3-like	F	GO:0016787	hydrolase activity
Be3_197	calcium-binding protein 39-like	F	GO:0016787	hydrolase activity
Be3_197	calcium-binding protein 39-like	F	GO:0000166	nucleotide binding
Be3_197	calcium-binding protein 39-like	P	GO:0005975	carbohydrate metabolic process
Be3_197	calcium-binding protein 39-like	F	GO:0003824	catalytic activity
Be3_197	calcium-binding protein 39-like	F	GO:0030246	carbohydrate binding
Be3_198	notchless protein homolog	F	GO:0005515	protein binding
Be3_198	notchless protein homolog	F	GO:0005488	binding
Be3_200	glycoside hydrolase family 13 protein	F	GO:0005515	protein binding
Be3_200	glycoside hydrolase family 13 protein	F	GO:0005488	binding
Be3_200	glycoside hydrolase family 13 protein	F	GO:0003824	catalytic activity
Be3_200	glycoside hydrolase family 13 protein	P	GO:0009058	biosynthetic process
Be3_200	glycoside hydrolase family 13 protein	P	GO:0005975	carbohydrate metabolic process
Be3_200	glycoside hydrolase family 13 protein	P	GO:0006091	generation of precursor metabolites and energy
Be3_201	dna polymerase gamma	F	GO:0003677	DNA binding
Be3_201	dna polymerase gamma	F	GO:0016740	transferase activity
Be3_201	dna polymerase gamma	P	GO:0009058	biosynthetic process
Be3_201	dna polymerase gamma	P	GO:0006259	DNA metabolic process
Be3_201	dna polymerase gamma	C	GO:0043234	protein complex
Be3_201	dna polymerase gamma	C	GO:0005739	mitochondrion
Be3_201	dna polymerase gamma	P	GO:0008150	biological_process
Be3_201	dna polymerase gamma	F	GO:0005488	binding
Be3_201	dna polymerase gamma	P	GO:0019748	secondary metabolic process
Be3_204	dna-binding protein smubp-	F	GO:0003676	nucleic acid binding
Be3_204	dna-binding protein smubp-	F	GO:0005488	binding
Be3_205	kinetochore-associated protein 1-like	F	GO:0005515	protein binding
Be3_206	myosin ia	F	GO:0004518	nuclease activity
Be3_206	myosin ia	F	GO:0005515	protein binding
Be3_206	myosin ia	F	GO:0003774	motor activity
Be3_206	myosin ia	F	GO:0000166	nucleotide binding
Be3_206	myosin ia	C	GO:0005856	cytoskeleton
Be3_206	myosin ia	C	GO:0043234	protein complex
Be3_207	chaperone protein	P	GO:0006950	response to stress
Be3_207	chaperone protein	F	GO:0005515	protein binding
Be3_209	hypothetical protein AGABI1DRAFT_71452	F	GO:0030234	enzyme regulator activity
Be3_209	hypothetical protein AGABI1DRAFT_71452	P	GO:0007165	signal transduction
